user_id,age,occupation,job_title,education,city,income,work_years,sesame_score,transaction_frequency,transaction_amount,kyc_raw_text,reasoning_chain,risk_score,is_risky_user
3953,23,管理,总经理,中专,武汉,15259.547594030168,0,775.1821781024211,34,24486.382968558963,"用户3953，23岁，武汉市民，学历中专。现任职位：总经理。工作行业：管理。年收入约15,260元。在武汉定居5年。",[交易稀疏] 月均交易34笔，可能存在隐性收入|[低风险] 综合评分0.09，可以正常审批,0.0880209669383281,0
2750,51,销售,区域经理,博士,苏州,21637.049716299756,22,779.7803963458416,10,32512.07148505692,"用户2750，51岁，苏州市民，学历博士。现任职位：区域经理。工作行业：销售。年收入约21,637元。拥有22年销售行业经验。",[交易稀疏] 月均交易10笔，可能存在隐性收入|[低风险] 综合评分0.10，可以正常审批,0.1009590724483238,0
7767,33,金融,投资经理,博士,武汉,23418.905324138475,8,683.185421940751,22,24675.65576160305,"用户7767，33岁，武汉市民，学历博士。现任职位：投资经理。工作行业：金融。年收入约23,419元。拥有8年金融行业经验。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易22笔，可能存在隐性收入|[低风险] 综合评分0.22，可以正常审批,0.2203648714323195,0
4309,23,销售,销售总监,高中,杭州,10652.387442251167,3,707.4390318688951,34,4534.950022635035,"用户4309，23岁，杭州市民，学历高中。现任职位：销售总监。工作行业：销售。年收入约10,652元。在杭州定居4年。",[交易稀疏] 月均交易34笔，可能存在隐性收入|[低风险] 综合评分0.20，可以正常审批,0.2010100345951303,0
6872,33,技术,架构师,本科,武汉,13530.27759251356,9,755.8637043909114,35,41654.55181185374,"KYC核查结果：用户6872在技术领域任架构师一职，月薪约1,128元。学历本科，年龄33岁，居住地武汉。职业发展稳定，行业内资深人士。",[职业优势] 技术行业收入稳定，风险较低|[交易稀疏] 月均交易35笔，可能存在隐性收入|[低风险] 综合评分0.11，可以正常审批,0.110748583069516,0
5718,59,自营,企业家,本科,广州,21639.083717496174,39,715.8861261760819,26,27060.676344839463,"用户5718，59岁，广州市民，学历本科。现任职位：企业家。工作行业：自营。年收入约21,639元。15年在深圳工作过。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易26笔，可能存在隐性收入|[低风险] 综合评分0.26，可以正常审批,0.2588473046647622,0
4994,41,服务,服务主管,高中,北京,7034.139602862147,12,710.1333770798639,33,5762.963302052967,KYC核查结果：用户4994在服务领域任服务主管一职，月薪约586元。学历高中，年龄41岁，居住地北京。职业发展稳定，行业内资深人士。,[职业风险] 服务行业风险较高，需重点关注|[交易稀疏] 月均交易33笔，可能存在隐性收入|[高风险] 综合评分0.26，建议拒绝或额度控制,0.2648030919643762,1
5172,29,自营,个体户,本科,武汉,19021.32173687149,4,770.3687115213672,18,48191.08465200818,"申请人基本信息：姓名编号5172，出生于1997年，常驻武汉。教育背景：本科。现职：个体户@自营行业。收入水平：19,021/年。从业4年。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易18笔，可能存在隐性收入|[低风险] 综合评分0.23，可以正常审批,0.2296312884786328,0
7951,27,金融,分析师,本科,西安,20700.645479666066,0,642.7402054123266,34,29455.75983062399,"KYC核查结果：用户7951在金融领域任分析师一职，月薪约1,725元。学历本科，年龄27岁，居住地西安。职业发展稳定，行业内资深人士。",[职业优势] 金融行业收入稳定，风险较低|[交易稀疏] 月均交易34笔，可能存在隐性收入|[低风险] 综合评分0.27，可以正常审批,0.2665200008824037,0
4035,34,自营,自由职业者,高中,深圳,33293.50797145843,13,763.5599730102094,13,23829.35391820281,"申请人基本信息：姓名编号4035，出生于1992年，常驻深圳。教育背景：高中。现职：自由职业者@自营行业。收入水平：33,294/年。从业13年。",[职业风险] 自营行业风险较高，需重点关注|[交易稀疏] 月均交易13笔，可能存在隐性收入|[低风险] 综合评分0.19，可以正常审批,0.1915247344597782,0
